,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
8846,6dlo,,C([C@H](CCN)N)(=O)N(CC=C)CC1=CC=CC=C1C,protein_center,"-18.041,-13.011,7.779",2.556211
8847,6dlo,,C1(C(=CC=CC=1OC1C=CC(=CC=1)Cl)F)OC[C@@H](C)NC(CCl)=O,protein_center,"-18.041,-13.011,7.779",3.822557
8848,6dlo,,N(=O)(=O)C1=CC(C=NNC(CSC2C=CC=CC=2C)=O)=C(C(Br)=C1)O,protein_center,"-18.041,-13.011,7.779",3.0572412
8849,6dlo,,C1(C2CCCC=2SC=1NC(=O)C1C=CC(=CC=1)C)C(=O)NC1C=CC(=C(Cl)C=1)OC,protein_center,"-18.041,-13.011,7.779",4.852252
8850,6dlo,,C1(NC(=N)NC2C=CC=CC=2C(F)(F)F)=NC2CCCCC=2C(=O)N1,protein_center,"-18.041,-13.011,7.779",4.277215
8851,6dlo,,N12C(=N)C(C#N)=NNC1=C(C(C)=N2)C1=CC=C(C=C1)OC,protein_center,"-18.041,-13.011,7.779",3.4332259
8852,6dlo,,C(=O)(C1=CC=C(N=C1)NCC1CCOC1)N1CCC(CC1)CN1C=CC=N1,protein_center,"-18.041,-13.011,7.779",3.6226962
8853,6dlo,,S(=O)(=O)(NC1=CC=C(C(OC)=C1)OC)C1=CC=C2C([C@@]3([H])C=CC[C@]3([C@@H](C3C=CC(=CC=3)Cl)N2)[H])=C1,protein_center,"-18.041,-13.011,7.779",4.933812
8854,6dlo,,C(NCCOCC1=CC=C(C=C1)Cl)(=O)C1CNCCO1.Cl,protein_center,"-18.041,-13.011,7.779",3.0961576
8855,6dlo,,FC(C1=C(C(NCCN2CCN(CC3=CC=CC=C3)CC2)=O)N=CC=C1)(F)F,protein_center,"-18.041,-13.011,7.779",3.7327075
8856,6dlo,,N1(CCCC(C(OCC)=O)C1)C(=O)C=CC1=CC=CC=C1OC,protein_center,"-18.041,-13.011,7.779",2.5577583
8857,6dlo,,N1(CN2C=C(C=N2)N)C=C(C=N1)Cl,protein_center,"-18.041,-13.011,7.779",2.596764
8858,6dlo,,C12(CCC(=O)N1C1C(=CC=CC=1)C(=O)N2CC)C(=O)NC1C=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",3.874239
8859,6dlo,,N1(CCN(C)C2=NC=NC([C@H]3C[C@H](C3)N)=C2)C2=CC=CC=C2C=C1,protein_center,"-18.041,-13.011,7.779",5.3002453
8860,6dlo,,S(=O)(=O)(NCC(=O)N1CCOCC1CC(NC)=O)C1=CC=CS1,protein_center,"-18.041,-13.011,7.779",2.5422487
8861,6dlo,,N1=C(COC)NN=C1C1C=CC=C(C=1)NC(=O)C(CCSC)N1C=CC=C1,protein_center,"-18.041,-13.011,7.779",2.8605397
8862,6dlo,,N1(C=NC(C(=O)NC2C=CC(=CC=2)C)=C1)C1=NC=CC=C1C1ON=C(CCC)N=1,protein_center,"-18.041,-13.011,7.779",4.8813486
8863,6dlo,,C1(NC(CSC2=CC=C(C=C2)F)=O)=NN=C(C2=CC=C(C=C2)F)O1,protein_center,"-18.041,-13.011,7.779",3.9578528
8864,6dlo,,N1(CC2C(Cl)=CC(=CN=2)C(F)(F)F)C=C(C=N1)N,protein_center,"-18.041,-13.011,7.779",3.985124
8865,6dlo,,C12(CCN(C(=O)CC3=CC=CC=C3C)C1)C1=CC(OC)=CC=C1N(C)C2=O,protein_center,"-18.041,-13.011,7.779",4.4157715
8866,6dlo,,C1(=CN=C2C(CCCC2)=C1)C(=O)N1CCCN(CC2=CSC=N2)CC1,protein_center,"-18.041,-13.011,7.779",3.3265452
8867,6dlo,,CC1C(NC(N2CC(C)(C)C(O)C2)=O)=CC(C)=C(N(=O)=O)C=1,protein_center,"-18.041,-13.011,7.779",3.1986778
8868,6dlo,,N1(OCC(=O)NN=CC2=CC=C(C(O)=C2)O)C(C)=NC2C(=CC=CC=2)C1=O,protein_center,"-18.041,-13.011,7.779",2.783214
8869,6dlo,,N1(C[C@@H](C2C=CC=CC=2)O[C@@H](C2CC2)C1)C(CNC)=O.Cl,protein_center,"-18.041,-13.011,7.779",2.5781875
8870,6dlo,,OC([C@@H]1N(C2C=CC(C)=CC=2)CCC1)=O,protein_center,"-18.041,-13.011,7.779",2.2333932
8871,6dlo,,C1(C(CC(OC)=O)C2=CC=C(C)O2)=C(O)C=C(NC1=O)C,protein_center,"-18.041,-13.011,7.779",1.5194843
8872,6dlo,,C12C(=O)CC(CC=1NC1C(=CC=CC=1)N=C2C)C1=CC=CC=C1F,protein_center,"-18.041,-13.011,7.779",4.1202135
8873,6dlo,,N1(C(=O)C(C)N2C(C)=C(C(C(F)(F)F)=N2)Br)CC(C)OC(C)C1,protein_center,"-18.041,-13.011,7.779",3.3177016
8874,6dlo,,C1(NN=C(C2=CC=CN2C)C=1)C(=O)N1CCC(CC1)C1ON=C2CCC(C(C)(C)C)CC=12,protein_center,"-18.041,-13.011,7.779",5.328787
8875,6dlo,,C1(ON=C(C2=CC=C(C=C2)F)C=1)C(=O)NC1C=CC(=CC=1F)F,protein_center,"-18.041,-13.011,7.779",5.125363
8876,6dlo,,CC1C2=C(CC(CC2=O)(C)C)NC=1C(NC1=C(C)C=CC(C)=C1)=O,protein_center,"-18.041,-13.011,7.779",4.2633004
8877,6dlo,,C1(C2=CC=CC=C2N(CC(=O)NCC2C=CC=C(OC)C=2)N=1)C1ON=C(C2=CC=CC(C)=C2)N=1,protein_center,"-18.041,-13.011,7.779",4.6669626
8878,6dlo,,N(C(=O)C(C)OC1C=CC=CC=1OC)C1SC=CN=1,protein_center,"-18.041,-13.011,7.779",2.2825155
8879,6dlo,,C1(=NC=CC(=C1)C1C=CC=C(C=1)C(O)=O)C1CCCN(C)C1,protein_center,"-18.041,-13.011,7.779",3.0178263
8880,6dlo,,CCCCC(O[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=C(C=C4[C@@H]3CC[C@]12C)C)O)=O,protein_center,"-18.041,-13.011,7.779",3.5087137
8881,6dlo,,N(C(=O)C=CC1=CC=C(C=C1)Cl)C(NCCC1C=CC=CC=1)=S,protein_center,"-18.041,-13.011,7.779",4.0300093
8882,6dlo,,O(C1=CC=CC=C1C(N(C)C)=O)C1CCNCC1,protein_center,"-18.041,-13.011,7.779",2.156406
8883,6dlo,,N1(CC2C=CC=CC=2)C(=O)C2=CC=CN2CC1C(=O)N1CCOCC1,protein_center,"-18.041,-13.011,7.779",2.3569894
8884,6dlo,,C12C=C(CN(C)CC3(C)CCOCC3)C=CC1=NSN=2,protein_center,"-18.041,-13.011,7.779",2.7232668
8885,6dlo,,C(CCC(=O)C1=CC=C(C=C1)C)(=O)NCC1C=CC=CC=1Cl,protein_center,"-18.041,-13.011,7.779",3.6254249
8886,6dlo,,N1C(CCNC(=O)N2CCCCCCC2)=NOC=1C1CC1,protein_center,"-18.041,-13.011,7.779",3.733847
8887,6dlo,,C1(NC2C=CC=C(C)C=2C)SC2C(=C(C)C=C(C)C=2)N=1,protein_center,"-18.041,-13.011,7.779",4.755639
8888,6dlo,,CN(C1OC2=C(C=CC=C2)N=1)C(C1COCCC1)=O,protein_center,"-18.041,-13.011,7.779",2.163621
8889,6dlo,,C12SSC(=S)C=1C1=C(C=CC(OCC)=C1)N(C(=O)C1C=CC=CC=1Br)C2(C)C,protein_center,"-18.041,-13.011,7.779",4.0524387
8890,6dlo,,COC1=CC(SCC(NC2CC2)=O)=CC=C1,protein_center,"-18.041,-13.011,7.779",2.398408
8891,6dlo,,NC1C(=O)NC2=C(F)C=CC=C2C(C2=CC=CC=C2)=N1,protein_center,"-18.041,-13.011,7.779",3.5339947
8892,6dlo,,N1(C2C=CC=C3C=CC=CC=23)N=CC(C(C)NC(=O)C2(CO)CC2)=C1C,protein_center,"-18.041,-13.011,7.779",3.5402923
8893,6dlo,,N1(CCCC(C(NCCNC(=O)C2=CC=CN=C2)=O)C1)C1=CC=CC=N1,protein_center,"-18.041,-13.011,7.779",4.066667
8894,6dlo,,C1(NC(=O)N2CC(CCC2)OCC2=C(Cl)C=CC=C2)=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.197351
8895,6dlo,,N1C(=O)C(SC1=S)=CC1C(=CC=C(C=1)N(=O)=O)OCC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",4.149073
8896,6dlo,,C1=CC(=NC(=N1)S(=O)(=O)C)C1=CC=C(C=C1)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",3.7671409
8897,6dlo,,S(NCCC1CCCOC1)(=O)(=O)C1=CC=C(C=C1F)C,protein_center,"-18.041,-13.011,7.779",3.6273067
8898,6dlo,,N1C2=CC=C(C=C2C=C(CC)C=1SCC(=O)NC1C=C(C)C=CC=1OC)OC,protein_center,"-18.041,-13.011,7.779",5.3643775
8899,6dlo,,S(=O)(=O)(NC1=CC=C(C=C1)Cl)C1C=CC(=C(Cl)C=1)OCC(=O)N1CCCC1,protein_center,"-18.041,-13.011,7.779",3.590282
8900,6dlo,,FC1=CC2=C(N(C(C3=CN=C(N4CCCC4)C=C3)=O)CCO2)C=C1,protein_center,"-18.041,-13.011,7.779",3.4250546
8901,6dlo,,N1(C2=NC=CC=C2N=C1C)C1=C(C)C=CC(=C1)C(=O)N(CC)CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",5.082797
8902,6dlo,,C1(C(NCCC2=CC=C(C=C2)SC)=O)=CSC2CCCCC1=2,protein_center,"-18.041,-13.011,7.779",3.7331386
8903,6dlo,,C1(C=CC=CC=1)CN1CC[C@H]2N(C)[C@H](CNC(=O)[C@@H]12)CCC(=O)NCC1C=CC(=CC=1)F,protein_center,"-18.041,-13.011,7.779",3.6859992
8904,6dlo,,C123CCO[C@H](C4C=CC=C(OC)C=4)[C@@]1([H])C[C@](C(C)(C)[C@H]2O)([H])C3,protein_center,"-18.041,-13.011,7.779",2.3098128
8905,6dlo,,CC1C(N2C=NC=C2)CN(C(NC2C=C(C)C(Cl)=C(C)C=2)=O)CC1,protein_center,"-18.041,-13.011,7.779",3.9515457
8906,6dlo,,N(=O)(=O)C1=C(C)C=CC(=C1)NC(CSC1=NN=C(COC2C=CC3=C(CCCC3)C=2)O1)=O,protein_center,"-18.041,-13.011,7.779",5.483449
8907,6dlo,,S1(=O)(=O)CC(C(=O)N1C1C=CC(=CC=1)C(=O)N(CC)CC)(C)C,protein_center,"-18.041,-13.011,7.779",2.998958
8908,6dlo,,C1(=C(C)C)C2CCC1C(C2C(O)=O)C(=O)N1CCN(CC2C=CC3=C(OCO3)C=2)CC1,protein_center,"-18.041,-13.011,7.779",3.0590835
8909,6dlo,,C1(N2CCNCC2)=NC(SCC(=O)NC2=CC=CC=C2OC)=C(C2CC(C)(C)OCC1=2)C#N,protein_center,"-18.041,-13.011,7.779",4.433753
8910,6dlo,,N1=C(ON=C1C1=CC=CC=C1)CC1C(=O)NCCN1C(=O)COC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.022154
8911,6dlo,,N(C1CCN(CC1)C(C)=O)(CC1=CC=CC=C1Cl)C(=O)C#CC,protein_center,"-18.041,-13.011,7.779",3.490753
8912,6dlo,,C12C(C3=CC=C(C=C3)C)N(CCC=1C1C(=CC=C(OC)C=1)N2)C(=O)NC1=CC=CC(Br)=C1,protein_center,"-18.041,-13.011,7.779",5.9563274
8913,6dlo,,CC(N1C=C(C(N2CCN(S(C)(=O)=O)CCC2)=O)N=C1)C,protein_center,"-18.041,-13.011,7.779",2.7658508
8914,6dlo,,Cl.C12(C(C)NCC3=CC=CC4=CC=CC=C34)CC3CC(CC(C3)C1)C2,protein_center,"-18.041,-13.011,7.779",4.6884108
8915,6dlo,,N1(C=NN=N1)C1=CC(Cl)=CC=C1C(=O)NC1=CC=C2C(COC2=O)=C1,protein_center,"-18.041,-13.011,7.779",3.1340938
8916,6dlo,,N1(C2C=CC=CC=2CC1C)C(=O)CN(C)CC1OC(=NN=1)CC,protein_center,"-18.041,-13.011,7.779",2.8433945
8917,6dlo,,CC1N(C(C2C=CC(NC(N3C(C)CCSCC3)=O)=CC=2)=O)CCCC1,protein_center,"-18.041,-13.011,7.779",3.565187
8918,6dlo,,C1(NC(CCC2CCCC2)=O)SC(=C(C)C=1C(N)=O)C,protein_center,"-18.041,-13.011,7.779",3.2612863
8919,6dlo,,N1C2=NC3CCCCC=3C=C2C(N(CC)C=1SCC(=O)NC1=CC=C(C=C1)Cl)=O,protein_center,"-18.041,-13.011,7.779",4.636942
8920,6dlo,,C12CN(C3CCCCC3)CCN1C1=C(C=C(C=C1)NC(=O)C1C=CC=CC=1C)N=2,protein_center,"-18.041,-13.011,7.779",4.5626698
8921,6dlo,,C(C(CCSC)N)(=O)NN=CC1C=CC=C2C=CC=NC=12.Cl.Cl,protein_center,"-18.041,-13.011,7.779",3.5282502
8922,6dlo,,S(C)(=O)(=O)C1C=CC(=CC=1)C(CC)NC(CC1=CC=C(C=C1)F)=O,protein_center,"-18.041,-13.011,7.779",3.4256463
8923,6dlo,,N1C(C(C)C)=NOC=1[C@@H]1CCCN1C(=O)C1=CC2=C(CCCC2)S1,protein_center,"-18.041,-13.011,7.779",3.479498
8924,6dlo,,C12=CC[C@]3([H])[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@]4(CC[C@@]3(C)[C@]1(C)CC[C@]1(CC[C@@H](C)[C@H](C)[C@@]21[H])C(O)=O)[H],protein_center,"-18.041,-13.011,7.779",2.7401922
8925,6dlo,,N1=C(C2C=CC=C(O)C=2)NC2C3=C(C=CC4=C(C=CC=C34)C)C3OC=C(C)C=3C1=2,protein_center,"-18.041,-13.011,7.779",7.2531157
8926,6dlo,,N1(CCC(=O)N2CCCN(C(CSC)=O)CC2)C=NN=C1,protein_center,"-18.041,-13.011,7.779",1.93406
8927,6dlo,,S1C(CCO)=C(C)[N+](CC2=CC=C(C)N=C2N)=C1.[H]Cl.[Cl-],protein_center,"-18.041,-13.011,7.779",3.5557375
8928,6dlo,,[Cl-].[NH+]1=C(SCC(O)=O)NC(C2=CC=CC=C2)=C1C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.46245
8929,6dlo,,OCCCCCCN1C(C=CC1=O)=O,protein_center,"-18.041,-13.011,7.779",3.2540226
8930,6dlo,,N12C(C3C=CC=C(F)C=3)=NN=C1SC(C1C=NN(C3C=CC=CC=3)C=1C)=N2,protein_center,"-18.041,-13.011,7.779",4.0468807
8931,6dlo,,C12C(=O)N(CCC(=O)NCC3=CC=C(C=C3)Br)C=NC=1C1=C(C=CC(F)=C1)N2,protein_center,"-18.041,-13.011,7.779",6.176743
8932,6dlo,,C1(=O)N(CC2ON=C(COC)N=2)C2C(=NC=C(C(O)=O)C=2)N1C(CC)CC,protein_center,"-18.041,-13.011,7.779",2.331445
8933,6dlo,,C1(=O)NCCCC21CCN(CC2)CC1C=CC(=CC=1)C1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.5094755
8934,6dlo,,C12SC3=C(CCCC3)C=1CN(C(C(C)C)C1=CC=CN21)C(=O)NC1=CC=C(C(C)=C1)C,protein_center,"-18.041,-13.011,7.779",5.469974
8935,6dlo,,Cl.O(CC(CN)O)C1=CC=C(C=C1)C,protein_center,"-18.041,-13.011,7.779",2.6881
8936,6dlo,,CC(SC1=CC=C(C(NC2=CN(CC3CC3)N=C2)=O)C=C1)C,protein_center,"-18.041,-13.011,7.779",3.2270286
8937,6dlo,,N1(C=CC=C(OC)C1=O)CC(=O)N1CCN(C2(CCNCC2)C1)C,protein_center,"-18.041,-13.011,7.779",2.6135626
8938,6dlo,,S(=O)(=O)(NC1C=CC(=CC=1)S(=O)(=O)N1CCCC1)C1=C(C)C=C(C=C1C)C,protein_center,"-18.041,-13.011,7.779",4.892111
8939,6dlo,,CCN1C2C(=CC(=CN=2)B(O)O)N=N1,protein_center,"-18.041,-13.011,7.779",1.3307781
8940,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)NC(=S)NC(C1CCCCC1)=O)N1CCC2C=CC=CC1=2,protein_center,"-18.041,-13.011,7.779",5.467872
8941,6dlo,,C1(C(=O)C2=CC=C(C)O2)C(C2C=CC(=CC=2)N(C)C)N(C(=O)C=1O)CC1=CC=CO1,protein_center,"-18.041,-13.011,7.779",2.0281754
8942,6dlo,,N(C1C=CC=CC=1Br)C(COC1C=CC(=C(C)C=1)Cl)=O,protein_center,"-18.041,-13.011,7.779",3.7096627
8943,6dlo,,FC(CN1CCN(C(C2=C(Br)N=CC=C2)=O)CC1)(F)F,protein_center,"-18.041,-13.011,7.779",3.8546672
8944,6dlo,,N1(C2C=CC=CC=2)C(=O)C2=CC(OC)=C(C=C2N(CC(=O)C2C=CC(=CC=2)Cl)C1=O)OC,protein_center,"-18.041,-13.011,7.779",4.2819777
8945,6dlo,,C1(F)C=C(C=CC=1COCCCCCC)S,protein_center,"-18.041,-13.011,7.779",3.5875795
8946,6dlo,,CN(C1CN(S(C2N(C)N=CC=2C)(=O)=O)CCC1)C,protein_center,"-18.041,-13.011,7.779",2.5685802
8947,6dlo,,N1(C2=CC=C(C(C)=C2)C)C(C)=NC2C(=CC(=CC=2Cl)Cl)C1=O,protein_center,"-18.041,-13.011,7.779",5.3984566
8948,6dlo,,N1C(SCC(=O)NC2C=CC(=C(F)C=2)F)=NN=C1NN=CC1=CC(Cl)=CC=C1O,protein_center,"-18.041,-13.011,7.779",3.9802701
8949,6dlo,,CC(SC1=CC=C(C(NC(C2CC2)C#N)=O)C=C1)C,protein_center,"-18.041,-13.011,7.779",3.0185351
8950,6dlo,,C1(CC(NCCC2C=CSC=2)=O)C(=O)OC2C(=CC3=C(OC=C3C(C)(C)C)C=2)C=1C,protein_center,"-18.041,-13.011,7.779",4.8138695
8951,6dlo,,C1(C(CC)=C(SC=1NC(=O)C1=CC=NN1C)C)C(=O)NC1CC1,protein_center,"-18.041,-13.011,7.779",3.801018
8952,6dlo,,N1(C2=CC=C(C=C2)OCC)C(=O)C(NC1=S)=CC1C=CC(=CC=1)N1CCOCC1,protein_center,"-18.041,-13.011,7.779",5.225688
8953,6dlo,,C1(C=CC2OCCCOC=2C=1)C1=CN=C(COC2C=C(C=C(Cl)C=2)Cl)S1,protein_center,"-18.041,-13.011,7.779",5.0589037
8954,6dlo,,C1(=C/C2=CC=C(C(OC)=C2)OC(=O)C2C=C(OC)C(=C(OC)C=2)OC)\C(=O)C2C(=CC=CC=2)C\1=O,protein_center,"-18.041,-13.011,7.779",4.034937
8955,6dlo,,Cl.Cl.C(C1C=CC=CC=1)=CCNCCN(C)C,protein_center,"-18.041,-13.011,7.779",3.030265
8956,6dlo,,C1(C(C2=CC=CC=C2F)N(C(=O)C1=O)CCCN1C=C[NH+]=C1)=C([O-])C1=C(C)NC(C(OC)=O)=C1C,protein_center,"-18.041,-13.011,7.779",3.4358594
8957,6dlo,,C(=O)(NC1=CC=CC=C1)C(C)=NNC(N)=O,protein_center,"-18.041,-13.011,7.779",2.6073496
8958,6dlo,,C1(CC(=O)CC(N2CCCCC2)=O)=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",2.5637777
8959,6dlo,,C(F)(F)(F)S(O[Si](CC)(CC)CC)(=O)=O,protein_center,"-18.041,-13.011,7.779",1.4504871
8960,6dlo,,N1(CCC(CNC(CC2=CC=C(C=C2)C(F)(F)F)=O)C1)C1=CC=CC=C1C,protein_center,"-18.041,-13.011,7.779",4.611389
8961,6dlo,,C1(C(=O)NC2CC2)C=C2N(CCN(C2)C(=O)C2=CC=CC3=CC=CN=C23)N=1,protein_center,"-18.041,-13.011,7.779",4.409543
8962,6dlo,,C(=O)(NC1C=NC2C(=CC=CC=2)C=1)NC1=CC(C)=CC(C)=C1,protein_center,"-18.041,-13.011,7.779",5.7049446
8963,6dlo,,C1(CCC(C(O)=O)N)OCCO1,protein_center,"-18.041,-13.011,7.779",1.5983632
8964,6dlo,,C(OCCOCC)(=O)C1C=CC(=CC=1)NC(COC1C=CC=CC=1Cl)=O,protein_center,"-18.041,-13.011,7.779",4.009882
8965,6dlo,,C(C1CCCCC1)NCC1C=CSC=1,protein_center,"-18.041,-13.011,7.779",3.2537107
8966,6dlo,,C12CN(CCC=1N(N=C2C(OCC)=O)CCC1SC=NC=1C)C(=O)C1CCCO1,protein_center,"-18.041,-13.011,7.779",2.6005025
8967,6dlo,,N(=C(C)C1C=CC(=CC=1)Br)NC(=O)C1=CC=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",3.2173462
8968,6dlo,,C1(C(O)=O)=CC(Cl)=C(C=C1O)OCC1=CC=C(C=C1)N(=O)=O,protein_center,"-18.041,-13.011,7.779",2.579458
8969,6dlo,,C1(NC(=O)C2CCCN(C2)C(=O)OC(C)(C)C)SC(=C(C)C=1C(OCC)=O)C,protein_center,"-18.041,-13.011,7.779",2.7862506
8970,6dlo,,C1(OCC(=O)NC2C=CC=C(Br)C=2)C2=CC=CC=C2N=C(C)N=1,protein_center,"-18.041,-13.011,7.779",3.9671843
8971,6dlo,,C(=O)(COC1C=CC=C(C)C=1)N(CCC#N)CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.5377722
8972,6dlo,,C1(C=CN2C(=CC=N2)C=1)C(=O)N(C)CC1CCN(C2=CC=CC=C2)C1.OC=O,protein_center,"-18.041,-13.011,7.779",3.5389524
8973,6dlo,,C1(NC2C=CC=CC=2)N=C(N)NC(=O)N=1,protein_center,"-18.041,-13.011,7.779",1.764091
8974,6dlo,,OC(C1N=C(C2C=C(I)SC=2)ON=1)=O,protein_center,"-18.041,-13.011,7.779",1.8546413
8975,6dlo,,N12CCCNCC1=CC(CNC(CCCOC1C=CC=CC=1)=O)=N2,protein_center,"-18.041,-13.011,7.779",3.1481273
8976,6dlo,,C1(C=C(OC=1C)C)C(=O)N1CCN(CC1)C1=CC=CC(C)=C1C,protein_center,"-18.041,-13.011,7.779",3.5703738
8977,6dlo,,O=C(NCC1OC=CC=1)CC#C,protein_center,"-18.041,-13.011,7.779",1.8374078
8978,6dlo,,S(=O)(=O)(NC(C)C1C=CC=NC=1)C1=C(C)NC(C)=C1C1OC(=NN=1)C,protein_center,"-18.041,-13.011,7.779",2.290795
8979,6dlo,,N1(CC(NCCC)=O)C(=O)C2OC3=C(C=CC=C3)C=2N(CC2=CC=CC=C2Cl)C1=O,protein_center,"-18.041,-13.011,7.779",4.622882
8980,6dlo,,C1(C=NNC(CNC(=O)C2C=CC(=CC=2)OCC)=O)C=C(OC)C(=CC=1OC)OC,protein_center,"-18.041,-13.011,7.779",3.2392755
8981,6dlo,,CN1C2=C(C(NC(NCC3N4C(CCCCC4)=NN=3)=O)CCC2)C=N1,protein_center,"-18.041,-13.011,7.779",3.5103073
8982,6dlo,,CN(C1CCCC1)CC1OC(C2OC=CC=2)=NN=1,protein_center,"-18.041,-13.011,7.779",2.1338382
8983,6dlo,,N1C=C(C2=CC=CC(F)=C12)CCC(C)=O,protein_center,"-18.041,-13.011,7.779",2.4090827
8984,6dlo,,N12C(NCCC3=CC=C(C(OC)=C3)OC)=C(C)C(=NC1=NC(C1=CC=CO1)=N2)C,protein_center,"-18.041,-13.011,7.779",3.1399908
8985,6dlo,,O=C(OCC)C12CC(C3C(Cl)=NC(Cl)=CN=3)(C1)C2,protein_center,"-18.041,-13.011,7.779",2.545222
8986,6dlo,,C1(C2=CC(C)=CC3C(=CC(C)(C)N(C2=3)C1=O)C)=C1NC(NC1=O)=S,protein_center,"-18.041,-13.011,7.779",3.3614817
8987,6dlo,,[C@@H]1(O[Si](C)(C)C)[C@H](O)[C@H]([C@H](O)[C@@H](CO)O1)O,protein_center,"-18.041,-13.011,7.779",0.92578506
8988,6dlo,,C12N3C(C=CC=C3)=NC(=O)C=1C=C(S(N(C)C)(=O)=O)C(Cl)=C2,protein_center,"-18.041,-13.011,7.779",3.5238428
8989,6dlo,,C12=NC=NN1C(C=C(C1C=CC(=CC=1)Cl)N2)C1=CC=C(C=C1)OC(F)F,protein_center,"-18.041,-13.011,7.779",5.0439816
8990,6dlo,,C1(OC(=NC=1C#N)COC1=CC=C(C=C1)F)N1C[C@@]2([H])C[C@@]([H])(C1)C1N(C(=O)C=CC=1)C2,protein_center,"-18.041,-13.011,7.779",3.9456968
8991,6dlo,,NC1=C(C#N)C(CC#N)=C(C#N)C(NCC2=CC=CC=C2)=N1,protein_center,"-18.041,-13.011,7.779",5.603691
8992,6dlo,,C(NC1=CC=CC(C(C)=O)=C1)(C(OCC)=O)(C(F)(F)F)NC(=O)C1C=CC(=CC=1)OC,protein_center,"-18.041,-13.011,7.779",3.2795737
8993,6dlo,,CC(C(C1N(C)N=CN=1)C(O)=O)C,protein_center,"-18.041,-13.011,7.779",1.2050147
8994,6dlo,,C1(OCC2C=CC=C(Br)C=2)C(OC)=CC(=CC=1Br)C(O)=O,protein_center,"-18.041,-13.011,7.779",2.6089616
8995,6dlo,,C1(C(C)=NOC=1C)C(=O)N1CCN(C(=O)C(CC2C=CC=CC=2C2=CC=CC=C2)C1)CC,protein_center,"-18.041,-13.011,7.779",4.243596
8996,6dlo,,N1(CC2CN(CC2C1)C)CC1=NC(C2C=C3OCOC3=CC=2)=NO1,protein_center,"-18.041,-13.011,7.779",2.4100113
8997,6dlo,,CC(C(C(N)=O)NC(NC1C2CC3CC(C2)CC1C3)=O)C,protein_center,"-18.041,-13.011,7.779",3.2171903
8998,6dlo,,CO[C@@H]1CN(S(C)(=O)=O)[C@@H](C(N2[C@H](C)COCC2)=O)C1,protein_center,"-18.041,-13.011,7.779",2.3281007
8999,6dlo,,CC1NC(=O)CC(C(NCCN2CC(C)(C)CCC2)=O)C1,protein_center,"-18.041,-13.011,7.779",2.759851
9000,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1=CC=CC(=C1)NC(C(C)C)=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.3224897
9001,6dlo,,C1(N2CCN(CC2)C(C(C)C)=O)SC2=C(C=CC(F)=C2)N=1,protein_center,"-18.041,-13.011,7.779",4.13533
9002,6dlo,,C(C1C=CC(OC(C)(C)C)=CC=1)(=O)NC1COCC1F,protein_center,"-18.041,-13.011,7.779",2.827696
9003,6dlo,,N1(C)C(SCC(=O)N2CCC3C=CC=CC2=3)=NN=C1CC1=CC=CS1,protein_center,"-18.041,-13.011,7.779",3.4470527
9004,6dlo,,CN1C2C(=CC(=C(C=2)O)NC(C2(C#N)CCCC2)=O)N(C)C1=O,protein_center,"-18.041,-13.011,7.779",2.7713873
9005,6dlo,,C(=O)(NCC1=CC=NC=C1)C1C=C(OC)C=C(OC)C=1,protein_center,"-18.041,-13.011,7.779",3.3884296
9006,6dlo,,N1(C=C(C=N1)C)CC(=O)N1CCOC(CCC2C=CN=C(N(C)C)C=2)C1,protein_center,"-18.041,-13.011,7.779",3.2755597
9007,6dlo,,C1(NC(=O)C(C#N)=CC2C=CC=CC=2Cl)SC2=C(CCCC2)C=1C(N)=O,protein_center,"-18.041,-13.011,7.779",4.6083755
9008,6dlo,,N1(CCNC1=O)C1C(C)=CC=C(C=1)C(=O)N1CCCC(CO)(CC2=CC=CC=C2)C1,protein_center,"-18.041,-13.011,7.779",4.3269644
9009,6dlo,,N1(CCC2C=NC=CN=2)CC(C)(C2C=CC=CC=2)CCC1=O,protein_center,"-18.041,-13.011,7.779",4.3196354
9010,6dlo,,N1(N=CC(=C(Cl)C1=O)NC1C=CC=C(C)C=1)C12CC3CC(CC(C3)C1C(O)=O)C2,protein_center,"-18.041,-13.011,7.779",2.4268322
9011,6dlo,,CN1C(=O)CN(C(CC2=CC=C(I)C=C2)=O)CC1,protein_center,"-18.041,-13.011,7.779",2.4945297
